	docid	author	realname	pseudonym	gender	nationality	authordate	inferreddate	firstpub	latestcomp	allcopiesofwork	copiesin25yrs	enumcron	imprint	genres	subjects	category	shorttitle
438	uiuo.ark+=13960=t5x642309							1819		1819	1	1	v.1	Lynn;printed by and for W			novel	Melcombe Lodge; or, traits of family pride!
439	hvd.hn2rru	Scott, Walter, Sir			m	uk	1771-1832.	1821		1821	30	8	v.1	Philadelphia;M. Carey ...	NotFiction|Bibliographies	Great Britain|Fiction|Fic	novel	Kenilworth
440	nyp.33433074916481	Bellamy, Thomas			m	uk	1745-1800.	1802	1801.0	1800	1	1	v. 1-3	Alexandria [Va.;Printed b	Fiction	English fiction	novel	The beggar boy : a novel
441	mdp.39015013970796	Carr, Terry			m	us	1937-1987.	1974		1974	1	1		New York|Random House|197	Fiction	Science fiction, American	shortstories	Universe 4
442	nyp.33433074874680	Hooton, Charles			m		1810-1847.	1841		1841	1	1		New York;William H. Colye	Fiction	English fiction	novel	Colin Clink : containing the contentions, dissentions, loves, hatreds, jealousies, hypocrises, and vicissitudes, incident to his chequered life
443	hvd.hxcp8q	Croker, Thomas Crofton			m	ir	1798-1854,	1831	1829.0	1831	1	1		London;Fisher, son, & Jac	NotFiction	Ireland|Legends	nonfic	Killarney legends : arranged as a guide to the lakes
444	mdp.39015018930597	Larabee, Kim			f			1989		1989	1	1		Boston|Alyson Publication	Fiction		novel	Behind the mask
445	mdp.39015048599586	O'Flaherty, Liam					1896-1984.	1999		1984	3	3	v.3	Dublin, Ireland|Wolfhound	Fiction	Fiction|Social life and c	reprint	The collected stories
446	njp.32101073308122	Dillon, Henry Augustus Dillon-Lee			m	ir	1777-1839.	1824		1824	4	4	vol.2	London;Treuttel and W?_rt	Fiction		novel	Rosaline de Vere
447	mdp.39015008995378							1971		1971	1	1		London|New York|Oxford Un	Fiction	Translations from Romania	shortstories	Romanian short stories;
448	uiuo.ark+=13960=t1gj04449	Schl?_tel, A. E	Schlötel, A. E. 					1888		1888	3	3	v.1	London;Griffith, Farran, 			novel	Who is Vera?
449	uc1.32106011502157	Tilly, Meg			f	ca	1960-	1994		1994	2	2		New York|Dutton|c1994.	Domestic fiction|Fiction|	Domestic fiction, America	novel	Singing songs
450	uc1.32106002093380	Burroughs, Edgar Rice			m	us	1875-1950.	1962		1950	1	1		New York|Dover Publicatio	Fiction	Fiction|Science fiction, 	reprint	Three Martian novels: Thuvia, maid of Mars. The chessmen of Mars. The master mind of Mars
451	uiuo.ark+=13960=t06w9mr29	Blessington, Marguerite, Countess of	Gardiner, Marguerite		f	ir	1789-1849.	1833		1833	3	3	v.3	London;Richard Bentley;18			novel	Grace Cassidy, or, The repealers
452	uc1.b4098426	Haywood, Carolyn			f	us	1898-1990.	1940		1940	1	1		New York|Harcourt, Brace 	NotFiction		juvenile	Two and two are four;
453	wu.89065273369	McPherson, Aimee Semple					1890-1944.	1951		1944	1	1		Hollywood, Calif.|1951	NotFiction		nonfic	The story of my life. In memoriam, Echo Park Evangelistic Association, Los Angeles
454	nc01.ark+=13960=t02z1vc0q	Norton, Frances Marie			f			1888		1888	2	2		Chicago.;Frances Mari?? N			novel	The Stalwarts, or, Who were to blame?
455	inu.39000000974274							1984		1984	1	1		London|Bodley Head|1984.	Fiction	English fiction|Fiction|S	shortstories	Misfits : an anthology of short stories
456	uc2.ark+=13960=t39z95s4s	Hood, Tom			m	uk	1835-1874.	1877		1874	2	2		"London;""Fun"" Office;c1877"	Fiction	English wit and humor	shortstories	Merry thoughts
457	inu.30000061601567	Forester, C. S. (Cecil Scott)			m	uk	1899-1966.	1942	1933.0	1942	2	2		New York|The press of the	War stories|Fiction	Peninsular War, 1807-1814	novel	Rifleman Dodd, and The gun, two novels of the Peninsular wars
458	uc2.ark+=13960=t06w98j10	Curwood, James Oliver			m	us	1878-1927.	1912		1912	1	1		New York;Grosset & Dunlap			novel	Flower of the north
459	nyp.33433074878640	Lever, Charles James			m	ir	1806-1872.	1844		1844	10	5	v. 1	London;H. Colburn;1844.	Fiction|NotFiction	English fiction	novel	Arthur O'Leary : his wanderings and ponderings in many lands
460	uc2.ark:/13960/t1ng4pv37	De Morgan, William Frend			m	uk	1839-1917.	1910		1910	4	4		London|W. Heinemann|1910-	Fiction		novel	An affair of dishonour
461	mdp.39015030884970	Clark, Barrett H. (Barrett Harper)			m	ca	1890-1953.	1932		1932	1	1		New York|A. & C. Boni|193	UnknownGenre	Short stories	novel	Great short novels of the world; a collection of complete tales chosen from the literatures of all periods and countries
462	uiuo.ark+=13960=t2c82nf0z	Dickens, Helen			f	uk		1874		1874	3	3	v.1	London;T. Cautley Newby, 			novel	The mill wheel
463	uc1.$b556174	Dutton, Geoffrey			m	au	1922-1998.	1953		1953	1	1		London|Chapman|1953.	NotFiction	Voyages and travels	nonfic	A long way south. [A journey by car from London to Australia]
464	njp.32101067630317	Boyeson, Hjalmar Hjorth			m	nor	1848-1895.	1887	1874.0	1887	1	1		New York;Scribner's;1887.	Fiction		novel	Gunnar : a tale of Norse life
465	mdp.39015029475343	Hood, Ann			f	us	1956-	1993		1993	1	1		New York|Doubleday|1993.	Domestic fiction|Fiction	Fiction|Midlife crisis	novel	Places to stay the night
466	uiuo.ark+=13960=t50g4052q	Warre Cornish, Blanche			f	uk	1844-1922.	1873		1873	2	2	v.1	London;Smith, Elder & Co.			novel	Alcestis
467	hvd.32044051078350	Warton, John			m	uk	1770-1841.	1830		1830	1	1	v.3	London;J. Murray;1830.	NotFiction		nonfic	Death-bed scenes, and pastoral conversations
468	njp.32101046807218	Sykes, S, Mrs			f	uk		1813		1813	1	1	v.1-2	London;Minerva Press;1813	Fiction		shortstories	Stories of the four nations : containing Montargis, a French story; My Aunt Patty, an English story; Lillias de Lara, a Spanish story; The Calabrian, an Italian story
469	mdp.39015016441019	Hall, Radclyffe	Hall, Marguerite Radclyffe		f	uk	1880-1943.	1952	1932.0	1952	1	1		London|Falcon Press|1952	Fiction		novel	The master of the house
470	inu.32000001592148							1968		1968	1	1		Wiesbaden|Harrassowitz|19	Fiction		shortstories	The Mongol tales of the 32 wooden men <fuoÌŒin qoyar modun kuÌˆmuÌˆn-uÌˆ uÌˆliger> in their Mongol version of 1746 <1686>
471	mdp.39015031305553	Stone, Chuck			m	us	1924-2014.	1970		1970	2	2		Indianapolis|Bobbs-Merril	Fiction		novel	King strut
472	uc1.b4446335	Hazzard, Mary			f	us	1928-	1981		1981	1	1		Seattle, Wash.|Madrona Pu	Fiction		novel	Idle and disorderly persons : a novel
473	nyp.33433074870399	Hichens, Robert (Robert Smythe)	Hitchens, Robert Smythe		m	uk	1864-1950.	1894		1894	1	1		New York;M. Kennerley;190	Fiction	American fiction	novel	The green carnation
474	inu.30000055841815	MarÃ©, Leon	Maré, Leon		m	sa		1996		1996	1	1		London|Janus|1996.	Fiction	English fiction	novel	Dying is not easy
475	mdp.39015063930500	George, Henry			m	us	1839-1897.	1906		1897	1	1		New York;London;The Macmi	Fiction		reprint	The romance of John Bainbridge
476	uc1.32106019094454	Volk, Patricia			f	us		2007		2007	2	2		New York|Alfred A. Knopf|	Fiction|Humorous fiction	Fiction|Female friendship	novel	To my dearest friends
477	uiuo.ark+=13960=t2m623v1p	Lister, T. H. $q (Thomas Henry)	Lister, Thomas Henry		m	uk	1800-1842.	1828		1828	11	11	v.1	London;Henry Colburn ...;	NotFiction		novel	Herbert Lacy
478	inu.39000002682545	Egbuna, Obi B			m	ni	1938-2014.	1976		1976	1	1		Enugu, Nigeria|Fourth Dim	NotFiction		nonfic	Diary of a homeless prodigal
479	nyp.33433074968219	Disraeli, Isaac	D’Israeli, Isaac		m	uk	1766-1848.	1799	1799.0	1803	1	1		New York;Printed and publ	Fiction	English fiction	poetry	Romances
480	uc1.$b449005	KrÄ—vÄ—-MickeviÄius, Vincas	Krėvė-Mickevičius, Vincas	Krėvė, Vincas	m	lit	1882-1954.	1964		1954	1	1		New York|Manyland Books|1	Fiction		novel	The herdsman and the linden tree
481	uc2.ark+=13960=t53f5016t	Ruffini, Giovanni			m	it	1807-1881.	1861	1860.0	1861	1	1		Leipzig;B. Tauchnitz;1861			novel	Lavinia
482	uc1.$b387308	Gaboriau, Emile			m	fr	1832-1873.	1886	1870.0	1873	4	2		London;Vizetelly & Co.;18	NotFiction		novel	The count's millions
483	mdp.39015005783819	Southern, Terry		Kenton, Maxwell	m	us	1924-1995.	1964	1958.0	1964	3	3		New York|Putnam|1964	Fiction		novel	Candy, a novel
484	nyp.33433076068067	Jones, Susan Carleton			f	ca	1864-1926.	1920		1920	2	2		Boston;Little, Brown, and	NotFiction		novel	The La Chance mine mystery
485	uc1.$b787142	Mathew, David			m	uk	1902-1975.	1953		1953	1	1		London|Collins|1953.	Fiction		novel	The Prince of Wales's feathers
486	nyp.33433074970546	Charles, Elizabeth Rundle			f	uk	1828-1896.	1864		1864	3	3		New York;M. W. Dodd;1864.	Fiction	History|To 1485|Fiction	shortstories	The early dawn; or, Sketches of Christian life in England in the olden time
487	uc2.ark+=13960=t9k35nx3w	Munroe, Kirk			m	us	1850-1930.	1921	1893.0	1921	2	2		New York;Harper & brother			novel	Raftmates
488	nyp.33433075852818	Sand, George	Dupin, Amantine Lucile Aurore		f	fr	1804-1876.	1877	1876.0	1876	3	3		New York;D. Appleton and 	Fiction		novel	The tower of Percemont. A novel
489	uc1.$b102387	Knight, Eric			m	uk	1897-1943.	1937	1936.0	1937	1	1		New York|London|Harper & 	NotFiction		novel	Song on your bugles
490	mdp.39015030705837	Mason, F. van Wyck (Francis van Wyck)	Mason, Francis van Wyck		m	us	1901-1978.	1962		1962	1	1		Garden City, N.Y.|Doubled	NotFiction		novel	Trouble in Burma
491	uc1.32106011486989	Rice, Anne		Rampling, Anne	f	us	1941-	1986		1985	1	1		New York|Dell|1986, c1985	Fiction		novel	Exit to Eden
492	mdp.39015014138690	Humphreys, Emyr			m	uk	1919-	1956		1955	2	1		New York|McGraw-Hill|1956	Novel|NotFiction	Fiction|Wales|Family farm	novel	A man's estate
493	uc2.ark+=13960=t5t72dz9n	Verne, Jules			m	fr	1828-1905.	1874		1874	1	1		New York;Scribner, Armstr			novel	Meridiana
494	uc1.$b451271	Stevenson, Florence			f	us	1922-1991.	1968		1968	1	1		New York|New American Lib	Fiction		novel	Ophelia
495	uc2.ark+=13960=t2m61cq1t	Forbes, A. S. C			f			1909		1909	1	1		Chicago;A.C. McClurg & Co			shortstories	Mission tales in the days of the dons
496	loc.ark+=13960=t9086t312	Lano, Pierre de. [from old catalog]	Lano, Pierre de		m	fr	1859-1904.	1894		1894	1	1		New York;J.S. Tait & sons		Napoleon|Emperor of the F	novel	Napoleon III. and Lady Stuart;
497	mdp.39076002154875	Crownfield, Gertrude			f	us	1867-1945.	1917		1917	1	1		New York;Macmillan;1921, 	Juvenile audience|NotFict	Tailors|Juvenile fiction	novel	The little tailor of the winding way
498	uc1.$b807295	Dupuy, Eliza A. (Eliza Ann)			f	us	1814-1880.	1856		1856	3	3		New York;Harper & brother	NotFiction	Fiction|Huguenots	novel	The Huguenot exiles; or, The times of Louis XIV.  A historical novel
499	nyp.33433074807342	Butler, Ellis Parker			m	us	1869-1937.	1918	1913.0	1918	2	2		Boston;New York;Houghton 	Fiction		novel	Philo Gubb : Correspondence-School detective
500	uiuo.ark+=13960=t03x8z50w	Ainsworth, William Harrison			m	us	1805-1882.	1841		1841	16	5	v. 3	London;Hugh Cunningham, S	Fiction|UnknownGenre|NotF	Fire, 1666|London|Fires|L	novel	Old Saint Paul's
501	uc2.ark+=13960=t6n017c11	Holland, Clive			m		1866-1959.	1911		1911	2	2		London;Hurst & Blackett, 			novel	Brown face and white
502	nyp.33433074920608	Austin, Alfred			m	uk	1835-1913.	1858		1858	4	4	v. 2	London;J.F. Hope;1858.	NotFiction		novel	Five years of it
503	mdp.39015063306859	Naiyer Masud			m	in	1936-2017.	2006		2006	1	1		Northampton, Mass.|Interl	Short stories		shortstories	Snake catcher
504	mdp.39015039750230	Bell, Catherine D. (Catherine Douglas)			f		d. 1861.	1868		1861	1	1		London;F. Warne;1868.	UnknownGenre		novel|juvenile	Arnold Lee; or, Rich children and poor children
505	mdp.39015013286946	Maugham, Robin			m	uk	1916-1981.	1973		1973	1	1		London|New York|W. H. All	Fiction		novel	The barrier:
506	uc2.ark+=13960=t8x922h56							1867		1867	1	1		New York;Carlton & Porter		Conduct of life|Christian	novel	Hetty Porter, or, God knows best
507	uc2.ark+=13960=t3vt1jg1d	Ray, Anna Chapin			f	us	1865-1945.	1903		1903	1	1		Boston;Little,Brown, and 			novel	Ursula's freshman
508	njp.32101067178770	TourgÃ©e, Albion Winegar	Tourgée, Albion Winegar		m	us	1838-1905.	1880	1879.0	1880	1	1		New York;Fords, Howard, a	NotFiction	Ku-Klux Klan|Reconstructi	novel	The invisible empire: Part I. A new, illustrated and enlarged edition of A fool's errand, by one of the fools; the famous historical romance of life in the South since the war. Part II. A concise review of recent events
509	coo.31924003100207	Bryant, Christopher			m			1966		1966	1	1		New York|Pageant Press|c1	NotFiction	Bee hunting	novel	The bee hunter
510	inu.30000107336434	El-Nukoya			m	ni		2006		2006	1	1		Lagos, Nigeria|CG & S Boo	Fiction		novel	Nine lives : a novel
511	uc1.$b56277	Adams, Isabel						1928		1928	1	1		New York|Century|c1928.	NotFiction		nonfic	Heart of the woods ... a story of life among the habitants in the Laurentian foot-hills
512	hvd.hwkagd	Grattan, Thomas Colley			m	ir	1792-1864.	1831		1831	2	2	v.2	New York;J. & J. Harper;1	Fiction		novel	Jacqueline of Holland : a historical tale
513	uc1.32106002091053	Bourjaily, Vance Nye			m	us	1922-2010.	1947		1947	4	3		New York|C. Scribner's So	Fiction|NotFiction	Fiction|World War, 1939-1	novel	The end of my life
514	mdp.39076002365786	Bialk, Elisa			f	us	1912-1990.	1959		1959	1	1		Cleveland|World Pub. co.|	Fiction	Description and travel|To	novel	Passport summer
515	uc1.$b322954	Batchelor, Paula			f			1954		1954	1	1		London|Methuen|1954	NotFiction		novel	Bed majestical
516	mdp.39015030618444	Sharon, Henrietta Bruce			f			1945		1945	2	2		New York|Dodd Mead & Comp	NotFiction	United States|Hospitals|P	novel	It's good to be alive
517	uc1.b3123709	Johnstone, C. I. (Christian Isobel)			f	uk	1781-1857.	1815		1815	11	10	v.2	London;Longman, Hurst, Re	NotFiction|War stories|Bi	Peninsular War, 1807-1814	novel	Clan-Albin: a national tale
518	mdp.39015014138930	Hutchins, Maude			f	us	1899-1991.	1959		1959	1	1		Denver|A. Swallow|1959	Fiction		novel	Victorine
519	nnc1.cu50383493	Sealsfield, Charles	Postl, Karl Anton		m	aus	1793-1864.	1852		1852	3	3		London;Ingram, Cooke, & c	NotFiction		novel	The cabin book: or, National characteristics
520	uc2.ark+=13960=t9t14wd16	Greenwood, Grace	Lippincott, Sarah Jane		f	us	1823-1904.	1892		1892	1	1		New York;Tait;1892.			shortstories	Stories and sketches
521	uiuo.ark+=13960=t3cz3vq12	Norris, W. E. (William Edward)			m	uk	1847-1925.	1894		1894	2	2	v.1	London;W. Heinemann;1894.			novel	A victim of good luck;
522	mdp.39015069354358	Joseph, Sheri			f	us	1967-	2006		2006	1	1		San Francisco|MacAdam/Cag	Fiction	Musicians|Fiction|Triangl	novel	Stray : a novel
523	inu.32000005543857	Bates, H. E. (Herbert Ernest)			m	uk	1905-1974.	1934		1934	3	2		New York|The Macmillan co	Fiction|NotFiction		shortstories	The woman who had imagination and other stories
524	njp.32101038084727	Maturin, Charles Robert			m	ir	1780-1824.	1808		1808	3	3	vol.1	London;Printed for Longma	England|Fiction|Publisher		novel	The wild Irish boy : in three volumes
525	mdp.39015030717576	Walpole, Hugh, Sir	Walpole, Hugh Seymour		m	uk	1884-1941.	1931		1931	2	2		Garden City, N.Y.|Doubled	Fiction		novel	Above the dark tumult, an adventure
526	wu.89060404456	Barbeau, Marius	Barbeau, Charles Marius		m	ca	1883-1969.	1943		1943	1	1		Caldwell, Id.|The Caxton 	Fiction	Indians of North America|	nonfic	The Indian speaks
527	uiuo.ark+=13960=t2j67qh6b	Bisset, Robert			m	uk	1759-1805.	1804		1804	3	3	v.2	London;Longman;1804.			novel	Modern literature;
528	mdp.39015019966160	Merle, Robert			m	fr	1908-2004.	1972	1970.0	1972	1	1		New York|Simon and Schust	Fiction		novel	Behind the glass
529	uiuo.ark+=13960=t2p567h62	Whelpton, Edwin			m	uk	1849-1925.	1884		1884	3	3	v.3	London;Smith, Elder;1884.			novel	Meadow sweet; or, The wooing of Iphis;
530	uc2.ark+=13960=t0vq2sk6k	Auerbach, Berthold			m	de	1812-1882.	1878		1878	2	2		New York;H. Holt and comp			novel	Landolin
531	uc2.ark+=13960=t56d5t850	Burnett, Frances (Hodgson)			f	uk	1849-1924.	1918		1916	2	2		New York;C. Scribner's so			shortstories	Sara Crewe, Little Saint Elizabeth, and other stories
532	osu.32435053068557	Brand, Max	Faust, Frederick Schiller		m	us	1892-1944.	1924	1923.0	1924	2	2		New York|A.L. Burt Compan	Fiction|NotFiction		novel	Dan Barry's daughter
533	mdp.39015008526686	Azuela, Mariano			m	me	1873-1952.	1963	1918.0	1952	2	2		San Antonio|Principia Pre	NotFiction	1910-1916|Fiction|History	reprint	Two novels of the Mexican Revolution: The trials of a respectable family and The underdogs
534	mdp.39015069302852	Moggach, Deborah			f	uk	1948-	2007		2007	2	2		London|Chatto & Windus|c2	Novel|Fiction	Social conditions|London|	novel	In the dark
535	uc2.ark+=13960=t3804z59s	Munsey, Frank Andrew			m	us	1854-1925.	1898	1888.0	1898	1	1		New York;F.A. Munsey;1898			novel	The boy broker
536	nyp.33433075739957	MÃ¼gge, Theodor	Mügge, Theodor 		m	de	1806-1861.	1865	1854.0	1861	1	1		Philadephia;Linsay & Blak	Fiction	German fiction	novel	Afraja; or, Life and love in Norway
537	mdp.39015008008214	Braine, John			m	uk	1922-1986.	1981		1981	2	2		London|Eyre Methuen|1981.	Fiction		novel	One and last love
538	uc1.b4105315	Sellar, Robert			m	ca	1841-1919.	1890		1890	1	1		Montreal;F. E. Grafton & 	NotFiction	War of 1812|History|Ficti	novel	Hemlock; a tale of the war of 1812
539	njp.32101032329086	Lewis, M. G. (Matthew Gregory)			m	uk	1775-1818.	1806		1806	2	2	v.2	London;J. F. Hughes;1806.	Fiction		novel	Feudal tyrants; or, The Counts of Carlsheim and Sargans.  A romance
540	uc1.$b242857	jr., Fox, John			m	us	1862-1919.	1923	1908.0	1923	1	1		New York|C. Scribner's so	Fiction		novel	The trail of the lonesome pine
541	mdp.39015039379998	Colette	Colette, Sidonie-Gabrielle		f	fr	1873-1954.	1953	1944.0	1953	1	1		London|Secker & Warburg|1	UnknownGenre		novel	Gigi, and The cat
542	hvd.32044019951185	Dwight, Theodore			m		1796-1866.	1831	1824.0	1831	1	1		New York;Printed by J. & 	Fiction	Guidebooks	nonfic	The northern traveller, and Northern tour;
543	pst.000058017623	Sutcliff, Rosemary			f	uk	1920-1992.	1954		1954	2	2		New York|H. Z. Walck|1954	UnknownGenre|NotFiction	History|History|Fiction|R	novel|juvenile	The eagle of the ninth
544	uc1.32106014453721	Sayers, Dorothy L. (Dorothy Leigh)			f	uk	1893-1957.	1956	1926.0	1956	1	1		New York|Harper & Row|195	NotFiction		reprint	Clouds of witness : and The unpleasantness at the Bellona Club
545	njp.32101068163508							1826		1826	2	2	vol.1	London;Printed for Longma	Fiction		novel	The eccentric traveller
546	pst.000005343997	Hobson, Edwin N			m	au		1934		1934	1	1		Sydney|Jackson & O'Sulliv	NotFiction		novel	Destiny
547	mdp.39015030744984	Hearn, Lafcadio	Hearn, Patrick Lafcadio	Yakumo, Koizumi	m	gk	1850-1904.	1884		1884	3	3		Boston;New York;Houghton,	Bibliographies|Fiction		shortstories	Stray leaves from strange literature; stories reconstructed from the Anvari-SoheÃ¯li, BaitÃ¡l, PachÃ­sÃ­, Mahabharata, Pantchatantra-Gulistan, Talmud, Kalewala, etc
548	mdp.39015078800441							2009		2009	1	1		Houston, Tex.|Arte PÃºblic	Short stories	Detective and mystery sto	shortstories	Hit list : the best of Latino mystery
549	hvd.hn3n5s	Scott, Walter, Sir			m	uk	1771-1832.	1834	1819.0	1832	1	1	v.7	Boston;Samuel H. Parker;1	Fiction		novel	The Bride of Lammersmoore
550	nyp.33433067293906	Edgeworth, Maria			f	ir	1767-1849.	1832	1814.0	1832	1	1	v. 15-16	New York;Printed and publ	NotFiction		novel	Patronage
551	uc2.ark+=13960=t85h7f036	Walden, Walter			m			1922		1922	1	1		Boston;Small, Maynard;c19			novel	The voodoo gold trail
552	umn.31951002038955e	Rider, Anne			f		1924-	1963		1963	1	1		London|Bodley Head|1963	NotFiction		novel	The learners
553	uiuo.ark+=13960=t5db8pd5f	Surr, T. S			m		1770-1847.	1806		1806	4	4	v.2	London;R. Phillips;1806.			novel	A winter in London;
554	uiuo.ark+=13960=t4dn4qr64	Pardoe			f	uk	1806-1862.	1839		1839	3	3	v.1	London;H. Colburn;1839.			novel	The romance of the harem
555	uc1.$b450622	Slesar, Henry			m	us	1927-2002.	1959	1958.0	1959	1	1		New York|Random House|195	UnknownGenre		novel	The gray flannel shroud
