"docid"	"allcopiesofwork"	"author"	"authordate"	"category"	"copiesin25yrs"	"enumcron"	"firstpub"	"gender"	"genres"	"imprint"	"inferreddate"	"latestcomp"	"nationality"	"pseudonym"	"realname"	"shorttitle"	"subjects"
"mdp.39076002656721"	1	"Lippincott, Joseph Wharton"	"1887-1976."	"novel"	1			"m"	"NotFiction"	"Philadelphia|Penn Pub. Co"	1924	1924	"us"			"Persimmon Jim : the 'possum"	"Farm life|Opossums|Juveni"
"inu.32000009261134"	1	"Conrad, Joseph"	"1857-1924."	"novel"	1	"v.21"	1899	"m"	"Fiction"	"Garden City, N.Y.|Doubled"	1925	1924	"uk"			"Lord Jim"	
"mdp.39015063914355"	2	"Beck, L. Adams (Lily Adams)"	"1862-1931"	"novel"	2		1923	"f"	"Fiction|ContainsBiogMater"	"New York|Grosset & Dunlap"	1925	1923	"uk"	"Beck, Lily Adams"	"Moresby, Elizabeth Louisa"	"The chaste Diana [a romance of ""The beggar's opera""]"	"1708-1760|Bolton, Lavinia"
"uc1.$b783908"	1	"Lysaght, Sidney Royse"	"d. 1941."	"novel"	1			"m"	"NotFiction"	"New York|The Macmillan co"	1925	1925	"uk"			"My tower in Desmond"	
"mdp.39015050694564"	7	"Maugham, W. Somerset, (William Somerset)"	"1874-1965."	"novel"	4			"m"	"Fiction|NotFiction"	"Harmondsworth, Middlesex,"	1925	1925	"uk"			"The painted veil"	
"pst.000045746857"	6	"Tarkington, Booth"	"1869-1946."	"novel"	6			"m"	"Fiction|NotFiction"	"Freeport, N.Y.|Books for "	1925	1925	"us"			"Women"	
"mdp.39015030739984"	2	"Dell, Floyd"	"1887-1969."	"novel"	2			"m"	"Fiction"	"New York|George H. Doran "	1925	1925	"us"			"Runaway; a novel"	
"uc1.$b236167"	2	"Davis, Elmer Holmes"	"1890-1958."	"novel"	2			"m"	"Fiction"	"New York|R. M. McBride|19"	1925	1925	"us"			"The keys of the city"	
"mdp.39015063524527"	1	"Wilcox, Constance Grenelle"		"novel"	1			"f"	"Fiction"	"New York|London|D. Applet"	1925	1925	"us"			"The blue and green mat of Abdul Hassan; an Arabian adventure"	
"mdp.39015030742780"	1	"Douglas, Robin"	"1902-"	"novel"	1			"u"	"UnknownGenre"	"London|A.M. Philpot, ltd."	1925	1925				"16 to 21"	
"mdp.39015030017753"	2	"Bojer, Johan"	"1872-1959."	"novel"	2			"m"	"Fiction"	"New York|London|The Centu"	1925	1925	"nor"			"The emigrants"	
"uc1.b4100405"	1	"Morley, Christopher"	"1890-1957."	"novel"	1			"m"	"Fiction"	"Haverford, Pa.|The Haverf"	1925	1925	"us"			"Hostages to fortune"	
"mdp.39015011404749"	1	"Farjeon, Joseph Jefferson"	"1883-1955."	"novel"	1			"m"	"Fiction"	"New York|L. MacVeagh, The"	1926	1926	"uk"			"No. 17; [a novel, based upon the play]"	
"mdp.39015065555511"	1	"Wren, Percival Christopher"	"1885-1941."	"novel"	1			"m"	"Fiction"	"New York|Frederick A. Sto"	1926	1926	"uk"			"Beau Sabreur : by Percival Christopher Wren"	
"mdp.39015003940841"	5	"Glasgow, Ellen Anderson Gholson"	"1873-1945."	"novel"	4			"f"	"Fiction|NotFiction"	"Garden City, N. Y.|Double"	1926	1926	"us"			"The romantic comedians"	
"uc1.$b243356"	1	"Hughes, Rupert"	"1872-1956."	"novel"	1			"m"	"Fiction"	"New York|London|Harper & "	1926	1926	"us"			"The old home town; a novel"	
"mdp.39015049744967"	6	"Cather, Willa"	"1873-1947."	"novel"	4		1915	"f"	"Bibliographies|Fiction|No"	"Boston|New York|Hougton M"	1927	1927	"us"			"The song of the lark"	"Fiction|Fiction|Opera|You"
"pst.000007302602"	1	"Busson, Paul"	"1873-1924."	"novel"	1			"m"	"NotFiction|Fantasy fiction"	"London|W. Heinemann, ltd."	1927	1924	"aus"			"The man who was born again : a romance"	
"mdp.39015063963261"	1	"Verschoyle, Catherine Mildred"	"1874-1951"	"novel"	1			"f"	"Fiction"	"London|New York [etc.|Lon"	1927	1927	"uk"			"Oldham; a novel"	
"mdp.39015003680504"	2	"Gale, Zona"	"1874-1938."	"novel"	2			"f"	"Fiction|NotFiction"	"New York|London|D. Applet"	1927	1927	"us"			"Yellow gentians and blue"	
"uc1.$b244502"	1	"Riesenberg, Felix"	"1879-1939."	"novel"	1			"m"	"NotFiction"	"New York|Harcourt, Brace|"	1927	1927	"us"			"East side, west side"	
"uc1.$b298877"	1	"Hagedorn, Hermann"	"1882-1964."	"novel"	1			"m"	"NotFiction"	"New York|London|Harper & "	1927	1927	"us"			"The Rough Riders : a romance"	"Fiction|Spanish-American "
"osu.32435052534187"	1	"Barnes, Annie Maria"	"1857-"	"novel"	1			"f"	"NotFiction"	"Philadelphia|The Penn pub"	1927	1927	"us"			"A knight of Carolina"	
"uc1.$b299596"	1	"Asch, Nathan"	"1902-1964"	"novel"	1			"m"	"NotFiction"	"New York|Boni|c1927."	1927	1927	"us"			"Love in Chartres"	
"uc1.32106001996534"	5	"Lehmann, Rosamond"	"1901-1990."	"novel"	4			"f"	"UnknownGenre|NotFiction"	"New York|Reynal and Hitch"	1927	1927	"uk"			"Dusty answer"	
"uc1.b3727197"	1	"Pendexter, Hugh"	"1875-1940."	"novel"	1			"m"	"Fiction"	"Indianapolis|The Bobbs-Me"	1927	1927	"us"			"The red road; a romance of Braddock's defeat"	"Braddock's Campaign, 1755"
"uc1.b3688202"	1	"Hughes, Rupert"	"1872-1956."	"novel"	1			"m"	"Fiction"	"New York|Grosset & Dunlap"	1927	1927	"us"			"The patent leather kid and several others"	
"uc1.32106006147778"	3	"Pirandello, Luigi"	"1867-1936."	"novel"	3	"v.1"	1913	"m"	"NotFiction"	"New York|E. P. Dutton & c"	1928	1928	"it"			"The old and the young (I vecchi e i giovani)"	"Fiction"
"mdp.39015063544467"	2	"Cox, Erle"	"1873-1950"	"novel"	1		1925	"m"	"Fiction"	"New York|Rae D. Henkie co"	1928	1928	"au"			"Out of the silence, a novel"	
"mdp.39015013130003"	1	"Cunninghame Graham, R. B. (Robert Bontine)"	"1852-1936."	"novel"	1		1927	"m"	"Fiction"	"London|W. Heinemann ltd.|"	1928	1928	"uk"			"Redeemed, and other sketches"	
"pst.000005343812"	1	"Herbert, Alice"		"novel"	1			"f"	"NotFiction"	"New York|D. Appleton and "	1928	1928				"A pen and ink passion"	
"mdp.39015024863584"	1	"Spielvogel, Nathan Frederick"	"1874-1956."	"novel"	1			"m"	"NotFiction"	"Ballarat, [Vic.|J. Fraser"	1928	1928	"au"			"The affair at Eureka : the story of '54"	"Gold mines and mining|His"
"mdp.39015063972973"	1	"Strunsky, Simeon"	"1879-1948."	"novel"	1			"m"	"Fiction"	"New York|London [etc.|Lon"	1928	1928				"King Akhnaton, a chronicle of ancient Egypt"	
"mdp.39015013248664"	1	"Mackenzie, Compton, Sir"	"1883-1972."	"novel"	1			"m"	"NotFiction"	"Garden City, N. Y.|Double"	1928	1928	"uk"			"Extremes meet"	
"uc1.$b301191"	1	"Lowis, C. C. (Cecil Champain)"	"1866-"	"novel"	1			"m"	"NotFiction"	"Garden City, N.Y.|Doubled"	1928	1928	"uk"			"The district bungalow"	
"mdp.39015059412992"	1	"Locke, William John"	"1863-1930."	"novel"	1			"m"	"Fiction"	"New York|Dodd, Mead and c"	1928	1928	"uk"			"Joshua's vision"	
"inu.30000041676812"	1	"Dane, Clemence"	"1888-1965."	"novel"	1			"f"	"Fiction"	"New York|Cosmopolitan boo"	1928	1928	"uk"		"Ashton, Winifred"	"Enter Sir John"	
"uc1.$b312370"	1	"Reid, H. S. (Hilda Stewart)"	"1898-1982."	"novel"	1			"f"	"Fiction"	"Boston|Houghton Mifflin|1"	1928	1928	"uk"			"Phillida, or, The reluctant adventurer"	
"aeu.ark:/13960/t22c08w6m"	1	"Crofts, Freeman Wills"	"1879-1957."	"novel"	1		1923	"m"	"Novel"	"Toronto|T. Allen|192-?"	1929	1929	"ir"			"The Groote Park murder"	"Roman policier anglais|De"
"uc1.$b300302"	1	"Franklyn, Irwin R"	"1904-1966."	"novel"	1			"m"	"NotFiction"	"New York|Grosset & Dunlap"	1929	1929	"us"			"Flight : an epic of the air"	
"uc1.$b63774"	1	"Simpson, Lola Jean"	"1878-1934"	"novel"	1			"m"	"Fiction"	"New York|The Macmillan co"	1929	1929	"us"			"Treadmill"	
"uc1.$b244080"	1	"Paul, Elliot"	"1891-1958."	"novel"	1			"m"	"NotFiction"	"New York|H. Liveright, in"	1929	1929	"us"			"Low run tide and Lava rook"	
"mdp.39015033398812"	2	"Schnitzler, Arthur"	"1862-1931."	"novel"	2			"m"	"NotFiction"	"New York|Simon and Schust"	1929	1929	"aus"			"Little novels"	"Austrian fiction|Translat"
"mdp.39015014777000"	2	"Blasco Ib��ez, Vicente"	"1867-1928."	"novel"	2			"m"	"NotFiction"	"New York|E. P. Dutton & c"	1929	1928	"es"			"Unknown lands, the story of Columbus"	"Columbus, Christopher|Fic"
"wu.89087902169"	1	"Applin, Arthur"	"1883-"	"novel"	1			"m"	"NotFiction"	"New York|H. Liveright|192"	1929	1929	"uk"	"Smith, Julian"		"The chronicles of a gigolo"	
"uc1.$b301043"	1	"Kennedy, R. Emmet (Robert Emmet)"	"1877-1941."	"novel"	1			"m"	"Fiction"	"New York|Dodd, Mead|1929."	1929	1929	"us"			"Red Bean row"	
"uc1.$b102148"	1	"Hergesheimer, Joseph"	"1880-1954."	"novel"	1			"m"	"NotFiction"	"London|E. Mathews & Marro"	1929	1929	"us"			"Triall by armes"	
"uc1.$b242744"	4	"Komroff, Manuel"	"1890-1974."	"novel"	4	"v.1"		"m"	"Fiction|NotFiction"	"New York|Coward-McCann, i"	1929	1929	"us"			"Coronet"	
"uc1.b3688262"	1	"Herbst, Josephine"	"1892-1969."	"novel"	1			"f"	"NotFiction"	"New York|Coward-McCann, i"	1929	1929	"us"			"Money for love"	
"uc1.b3157680"	2	"Zweig, Arnold"	"1887-1968."	"novel"	2		1913	"m"	"NotFiction"	"New York|The Viking press"	1930	1930	"de"			"Claudia"	
"pst.000005412082"	1	"Howard, Frederick James"	"1904-"	"novel"	1		1928	"m"	"NotFiction"	"London|New York [etc.|Lon"	1930	1930	"uk"			"The emigrant"	
"mdp.39015009355689"	2	"SobolÊ¹, AndreÄ­"	"1888-1926."	"novel"	2		1930	"m"	"NotFiction"	"New York and London|C. Ke"	1930	1926	"ru"		"Sobol?, Andre?"	"Freak show"	"Covan, Jenny|tr"
"pst.000005340675"	1	"Archibald, Edith Jessie (Archibald)"	"1854-1938."	"novel"	1			"f"	"NotFiction"	"Londn|Cassell|1930]."	1930	1930	"ca"			"The token : a tale of Cape Breton Island in the days before Canada became a nation"	
"mdp.39015005672269"	2	"Bowen, Stirling"		"novel"	2			"m"	"Fiction|UnknownGenre|Pamp"	"New York|E. P. Dutton & c"	1930	1930				"Wishbone"	"Criminals|Fiction|New Yor"
"uc1.b3710877"	1	"Bodenheim, Maxwell"	"1893-1954."	"novel"	1			"m"	"NotFiction"	"New York|H. Liveright|193"	1930	1930	"us"			"A virtuous girl"	
"uc1.$b20576"	1	"Townsend, Walter"	"1899-"	"novel"	1			"m"	"NotFiction"	"London|A. E. Marriott|193"	1930	1930				"Black cap, murder will out"	"Great Britain|Murder|Crim"
"uc1.$b298821"	1	"Graham, Stephen"	"1884-1975."	"novel"	1			"m"	"Fiction"	"London|E. Benn|1930"	1930	1930	"uk"			"St. Vitus day"	"Princip, Gavrilo|1894-191"
"osu.32435066780271"	1	"Diplomat"	"1897-1967."	"novel"	1			"m"	"Mystery fiction|Fiction"	"New York|Jonathan Cape & "	1930	1930	"us"		"Carter, John Franklin"	"Murder in the State department"	"United States|Murder|Fict"
"uc1.$b242586"	1	"Evans, Caradoc"	"1878-1945."	"novel"	1			"m"	"NotFiction"	"New York|W. W. Norton & c"	1930	1930	"uk"			"Nothing to pay"	
"uc1.b3148398"	2	"Mofolo, Thomas"	"1876-1948."	"novel"	2		1925	"m"	"Fiction"	"London|Pub. for the Inter"	1931	1931	"le"			"Chaka, an historical romance"	"1787?-1828|Chaka|Fiction|"
"mdp.39015063535556"	1	"Flynn, Brian"	"1885-1958."	"novel"	1		1927	"m"	"Fiction"	"New York|Grosset & Dunlap"	1931	1931	"uk"			"The billiard-room mystery"	
"uc1.$b662534"	1	"Nazhivin, Iv. (Ivan)"	"1874-1940."	"novel"	1		1930	"m"	"Fiction"	"New York|London|Harper & "	1931	1931	"ru"	"Nazhivin, Ivan"		"According to Thomas, an historical novel of the first century"	
"uc1.$b312643"	1	"Thayer, Tiffany"	"1902-1959."	"novel"	1			"m"	"Fiction"	"New York|A. & C. Boni|193"	1931	1931	"us"			"The Greek"	
"pst.000003895573"	3	"Franklin, Miles"	"1879-1954."	"novel"	2			"f"	"NotFiction"	"Edinburgh|W. Blackwood|19"	1931	1931	"au"	"Franklin, Miles"	"Franklin, Stella Maria Sarah Miles"	"Back to Bool Bool; a ramiparous novel with several prominent characters and a hantle of others disposed as the atolls of Oceania's archipelagoes"	
"pst.000015218490"	1	"Franklin, Miles"	"1879-1954."	"novel"	1			"f"	"NotFiction"	"London|C. Palmer|1931]."	1931	1931	"au"		"Franklin, Stella Maria Sarah Miles"	"Old Blastus of Bandicoot on a pioneer, tufted with ragged rhymes"	
"pst.000017853996"	4	"Roberts, Kenneth Lewis"	"1885-1957."	"novel"	4			"m"	"Bibliographies|Fiction|No"	"Garden City, NY|Doubleday"	1931	1931	"us"			"The lively lady : a chronicle of Arundel, of privateering, and of the circular prison on Dartmoor"	"War of 1812|Dartmoor Pris"
"osu.32435010203289"	1	"Gribble, Leonard R. (Leonard Reginald)"	"1908-1985."	"novel"	1			"m"	"Fiction"	"Garden City, N. Y.|Pub. f"	1931	1931	"uk"			"The Grand Modena murder, an Inspector Slade detective story"	
"mdp.39015030717576"	2	"Walpole, Hugh, Sir"	"1884-1941."	"novel"	2			"m"	"Fiction"	"Garden City, N.Y.|Doubled"	1931	1931	"uk"		"Walpole, Hugh Seymour"	"Above the dark tumult, an adventure"	
"inu.32000009045727"	1	"Oppenheim, E. Phillips (Edward Phillips)"	"1866-1946."	"novel"	1			"m"	"NotFiction"	"Boston|Little, Brown, and"	1931	1931	"uk"			"The Oppenheim Omnibus: Clowns and Criminals"	
"uc1.b3834643"	1	"Deeping, Warwick"	"1877-1950."	"novel"	1		1919	"m"	"Fiction"	"New York|Grosset & Dunlap"	1932	1932	"uk"			"The awakening"	
"uc1.$b164461"	1	"Frank, Leonhard"	"1882-1961."	"novel"	1			"m"	"NotFiction"	"Mayfair|Grayson & Grayson"	1932	1932	"de"			"The singers : a novel"	
"mdp.39015063963246"	1	"Venkataramani, Kaneripatna Sidhanatha"	"1891-"	"novel"	1				"Fiction"	"Madras|Svetaranya Ashrama"	1932	1932	"in"			"Kandan, the patriot"	
"osu.32435000824573"	1	"Williams, Valentine"	"1883-1946."	"novel"	1			"m"	"NotFiction"	"New York|Collier|c1932."	1932	1932	"uk"			"The mystery of the gold box"	
"mdp.39015030884970"	1	"Clark, Barrett H. (Barrett Harper)"	"1890-1953."	"novel"	1			"m"	"UnknownGenre"	"New York|A. & C. Boni|193"	1932	1932	"ca"			"Great short novels of the world; a collection of complete tales chosen from the literatures of all periods and countries"	"Short stories"
"uc1.$b80858"	2	"Green, Julien"	"1900-1998."	"novel"	2			"m"	"NotFiction"	"New York and London|Harpe"	1932	1932	"fr"			"The strange river"	
"mdp.39015059418353"	2	"Kelley, Welbourn"	"1909-1991."	"novel"	2			"m"	"Fiction"	"New York|W. Morrow & comp"	1932	1932	"us"			"Inchin' along"	
"mdp.39015035383887"	1	"Freeman, R. Austin (Richard Austin)"	"1862-1943."	"novel"	1			"m"	"Fiction"	"New York|Dodd, Mead & com"	1932	1932	"uk"			"Dr. Thondyke's discovery"	
"mdp.39015012210152"	2	"Hilton, James"	"1900-1954."	"novel"	2		1931	"m"	"Fiction|NotFiction"	"New York|London|Harper & "	1933	1933	"uk"	"Trevor, Glen"		"Was it murder?"	
"mdp.39015035126963"	1	"Crofts, Freeman Wills"	"1879-1957."	"novel"	1		1933	"m"	"Fiction"	"New York|Dodd, Mead & com"	1933	1933	"ir"			"The strange case of Dr. Earle"	
"osu.32435052543055"	1	"Barretto, Larry"	"1890-1971."	"novel"	1			"m"	"NotFiction"	"New York|Caxton House|193"	1933	1933	"us"			"Three roads from paradise"	
"mdp.39015030073806"	2	"Andersen Nexø, Martin"	"1869-1954."	"novel"	2			"m"	"UnknownGenre"	"New York|P. Smith|1933."	1933	1933	"da"			"In God's land"	
"mdp.39015001153629"	1	"Christie, Agatha"	"1890-1976."	"novel"	1			"f"	"Fiction"	"New York|Dodd, Mead & com"	1933	1933	"us"			"Thirteen at dinner"	
"mdp.39015059423916"	1	"[Sampson, Alice Maud Ellen]"	"1897-"	"novel"	1			"f"	"Fiction"	"New York|A. A. Knopf|1933"	1933	1933	"us"	"Allardice, Anne"	"Sampson, Alice Maud Ellen"	"The opening gate"	
"osu.32435000204768"	1	"Cleugh, Sophia"		"novel"	1			"f"	"Fiction"	"Boston and New York|Hough"	1933	1933	"us"			"The hazards of Belinda"	
"uc1.$b243695"	1	"Mitchell, Ruth Comfort"	"1882-1954."	"novel"	1	"v.2"		"f"	"Fiction"	"New York|London|D. Applet"	1933	1933	"us"			"Fire! (The fifties"	
"uc1.b3727985"	1	"Smith, Thorne"	"1892-1934."	"novel"	1			"m"	"NotFiction"	"Garden City, N. Y.|Double"	1933	1933	"us"	"Smith, Thorne"	"Smith, James Thorne "	"Rain in the doorway"	
"mdp.39015002375593"	2	"O'Flaherty, Liam"	"1896-1984."	"novel"	2			"m"	"Fiction"	"New York|Macmillan|1933."	1933	1933	"ir"			"The martyr"	
"mdp.39015030727955"	4	"Chase, Mary Ellen"	"1887-1973."	"novel"	4			"f"	"Fiction|NotFiction"	"New York|Macmillan|c1934."	1934	1934	"us"			"Mary Peters"	
"uc1.$b104487"	1	"Young, Francis Brett"	"1884-1954."	"novel"	1			"m"	"Fiction"	"New York|London|Harper & "	1934	1934	"uk"			"This little world"	
"uc1.32106013300873"	5	"Orwell, George"	"1903-1950."	"novel"	5			"m"	"Fiction|NotFiction"	"New York|Harcourt, Brace|"	1934	1934	"uk"			"Burmese days; a novel"	
"mdp.39015066058044"	1	"Von Arnim, Elizabeth"	"1866-1941."	"novel"	1			"f"	"UnknownGenre"	"Garden City, N. Y.|Double"	1934	1934				"The jasmine farm"	
"uc1.b3727928"	2	"Wylie, Philip"	"1902-1971."	"novel"	2			"m"	"Fiction"	"New York|Farrar & Rinehar"	1934	1934	"us"			"Finnley Wren, his notions and opinions : together with a haphazard history of his career and amours in these moody years, as well as sundry rhymes, fables, diatribes and literary misdemeanors : a novel in a new manner"	
"umn.319510020490650"	4	"Suckow, Ruth"	"1892-1960."	"novel"	4	"v.1"		"f"	"Pastoral fiction|Fiction|"	"New York|Farrar & Rinehar"	1934	1934	"us"			"The folks"	"Fiction"
"pst.000005343997"	1	"Hobson, Edwin N"		"novel"	1			"m"	"NotFiction"	"Sydney|Jackson & O'Sulliv"	1934	1934	"au"			"Destiny"	
"mdp.39015063945649"	1	"Parker, Maude"		"novel"	1			"f"	"Fiction"	"Boston|New York|Houghton "	1934	1934	"us"			"Impersonation of a lady"	
"osu.32435012603239"	1	"Walpole, Hugh, Sir"	"1884-1941."	"novel"	1		1914	"m"	"Fiction"	"Garden City, NY|Doubleday"	1935	1935	"uk"			"The Duchess of Wrexe"	
"mdp.39015063918133"	1	"Fletcher, J. S. (Joseph Smith)"	"1863-1935."	"novel"	1			"m"	"Fiction"	"New York|A. A. Knopf|1935"	1935	1935	"uk"		"Fletcher, Joseph Smith"	"The eleventh hour; being the second of the further adventures of Ronald Camberwell"	
"uc1.$b323021"	2	"Benefield, Barry"	"1877-1971"	"novel"	2			"m"	"NotFiction"	"New York|Reynal & Hitchco"	1935	1935	"us"			"Valiant is the word for Carrie"	
"mdp.39015059404007"	1	"Harr�, Thomas Everett"	"1884-1948"	"novel"	1			"m"	"Fiction"	"New York|The Macaulay com"	1935	1935	"us"			"The heavenly sinner; the life and loves of Lola Montez"	"1818-1861|Montez, Lola|Fi"
"mdp.39015063945508"	1	"Parmenter, Christine (Whiting), Mrs"	"1877-1953."	"novel"	1			"f"	"Fiction"	"New York|Thomas Y. Crowel"	1935	1935	"us"			"The Kings of Beacon hill"	
"mdp.39076002266299"	1	"Stackpole, Edouard A"	"1903-1993"	"novel"	1			"m"	"Fiction|ContainsBiogMater"	"New York|W. Morrow|1935."	1935	1935	"us"			"Madagascar Jack : the story of a Nantucket whaler, being the account of Obed C. Folger, thirteen years of age, who went to the South Seas with whalemen, and found there many adventures as well as sperm whales"	"Juvenile fiction|Whalers "
"uc1.$b301192"	1	"Luard, William Blaine"	"1897-"	"novel"	1			"m"	"Fiction"	"New York|Longmans, Green|"	1935	1935				"Conquering seas"	
"mdp.39015033366603"	1	"Freuchen, Peter"	"1886-1957."	"novel"	1			"m"	"Fiction"	"New York|L. Furman, inc.|"	1935	1935	"den"			"Ivalu, the Eskimo wife"	"Eskimos|Fiction"
"uc1.b3810814"	1	"Brodie, John"	"1905-1953."	"novel"	1			"m"	"NotFiction"	"London, New York|T. Nelso"	1935	1935	"nz"	"Guthrie, John"		"The little country"	
"umn.31951002458782f"	1	"Bierstadt, Edward Hale"	"1891-1970."	"novel"	1			"m"	"NotFiction"	"Garden City, N. Y.|Double"	1935	1935	"us"			"Satan was a man : a novel of murder"	
"uc1.$b312815"	1	"Wight, Frederick Stallknecht"	"1902-1986."	"novel"	1			"m"	"NotFiction"	"New York|Farrar & Rhineha"	1936	1936	"us"			"The chronicle of Aaron Kane;"	
"uc1.$b87086"	1	"March, William"	"1893-1954."	"novel"	1			"m"	"NotFiction"	"New York|Ramdom House|c19"	1936	1936	"us"			"The Tallons"	
"uc1.$b323501"	1	"Burr, Anna Robeson Brown"	"1873-1941."	"novel"	1			"f"	"Fiction"	"New York|Appleton-Century"	1936	1936	"us"			"The golden quicksand : a novel of Santa Fe?"	
"uc1.$b267544"	1	"Wilhelm, Gale"	"1908-1991"	"novel"	1			"f"	"NotFiction"	"New York|Random House|c19"	1936	1936	"us"			"No letters for the dead"	
"wu.89099760266"	1	"Hurst, Fannie"	"1889-1968."	"novel"	1			"m"	"NotFiction"	"New York|London|Harper & "	1936	1936	"us"			"Great laughter"	
"mdp.39015063959889"	1	"Sears, Elisabeth (Egan)"	"1884-"	"novel"	1			"f"	"Fiction"	"New York|Green cirlce boo"	1936	1936				"You never can tell"	
"mdp.39015063942786"	1	"Fielding, Archibald E"	"1900-"	"novel"	1			"f"	"Fiction"	"New York|H. C. Kinsey & c"	1936	1936	"uk"		"Feilding, Dorothy"	"The case of the two pearl necklaces"	
"mdp.39015002243486"	3	"Arnow, Harriette Louisa Simpson"	"1908-1986."	"novel"	1			"f"	"Fiction"	"New York|Covici-Friede|19"	1936	1936	"uk"	"Simpson, Harriete"		"Mountain path"	"Fiction|Mountain life|App"
"uc1.$b71371"	2	"Armfield, Eugene Morehead"	"1904-1953."	"novel"	2			"m"	"Fiction"	"New York|Covici-Friede|c1"	1936	1936	"us"			"Where the weak grow strong"	
"wu.89099327637"	1	"Robinson, Lewis George"	"1886-"	"novel"	1			"m"	"NotFiction"	"New York|G.P. Putnam's So"	1936	1936		"Limnelius, George"		"The General goes too far"	
"uc1.$b102387"	1	"Knight, Eric"	"1897-1943."	"novel"	1		1936	"m"	"NotFiction"	"New York|London|Harper & "	1937	1937	"uk"			"Song on your bugles"	
"uc1.$b56745"	1	"Grey, Robert Munson"		"novel"	1			"m"	"NotFiction"	"Chicago|Willett, Clark|19"	1937	1937	"us"			"I, Yahweh, a novel in the form of an autobiography"	
"umn.31951002096310y"	1	"Meynell, Laurence"	"1899-1989."	"novel"	1			"m"	"NotFiction"	"New York|Harper & brother"	1937	1937	"uk"		"Meynell, Laurence Walter"	"The door in the wall : a novel of adventure"	
"uc1.$b193027"	2	"Moravia, Alberto"	"1907-1990."	"novel"	2			"m"	"UnknownGenre|NotFiction"	"New York|Viking Press|193"	1937	1937	"it"			"Wheel of fortune"	
"uc1.$b56750"	1	"Gunn, Neil Miller"	"1891-1973."	"novel"	1			"m"	"NotFiction"	"Philadelphia|London|J. B."	1937	1937	"uk"			"Highland river"	
"mdp.39015013435667"	2	"Moberg, Vilhelm"	"1898-1973."	"novel"	2			"m"	"NotFiction"	"New York|Simon and Schust"	1937	1937	"sw"			"Memory of youth"	
"mdp.39015008571294"	3	"Compton-Burnett, I. (Ivy)"	"1884-1969."	"novel"	2		1937	"f"	"Fiction|UnknownGenre"	"New York|W. W. Norton & c"	1938	1938	"uk"			"Daughters and sons"	
"uc1.$b244821"	1	"Storm, Hans Otto"	"1895-1941."	"novel"	1		1937	"m"	"NotFiction"	"London|W. Heinemann|1938"	1938	1938	"de"			"Pity the tyrant"	
"pst.000006161873"	1	"Paisley, John Walter"	"d. 1949"	"novel"	1			"m"	"NotFiction"	"Boston|The Christopher pu"	1938	1938	"us"			"Ras Bravado"	
"uc1.$b137477"	1	"Tutein, Peter"		"novel"	1			"m"	"NotFiction"	"New York|G.P. Putnam's so"	1938	1938				"The sealers"	
"uc1.b3796907"	1	"Aminoff, L�onie"	"1870-1951"	"novel"	1			"f"	"Fiction"	"New York|Dutton|c1938."	1938	1938	"fi"		"Aminoff. Constance L�onie Caroline"	"Retreat"	"Napoleon|Fiction|1769-182"
"mdp.39015003976217"	2	"Zweig, Arnold"	"1887-1968."	"novel"	2			"m"	"Fiction"	"New York|The Viking Press"	1938	1938	"pl"			"The crowning of a king;"	"World War, 1914-1918|Fict"
"mdp.39015014743358"	1	"Train, Arthur Cheney"	"1875-1945."	"novel"	1			"m"	"NotFiction"	"New York|C. Scribner's so"	1938	1938	"us"			"Old man Tutt"	
